基因	变异分类	肿瘤类型	亚型	变异等级	证据来源	证据等级	证据类型	临床意义类别	治疗方案	方案描述	文献号	版本号
IDH1	IDH1 Mutation	胆道癌	胆管癌	I	CSCO	A级	治疗	敏感	ivosidenib	CSCO胆道恶性肿瘤诊疗指南提示，ivosidenib可用于治疗IDH1突变的胆道恶行肿瘤的二线治疗(II级推荐)。	CSCO胆道恶性肿瘤诊疗指南	2021
BRAF	BRAF V600E	胆道癌		I	NCCN	A级	治疗	敏感	达拉非尼+曲美替尼	NCCN肝胆肿瘤指南提示，达拉非尼联合曲美替尼可用于BRAF V600E突变的胆管癌患者进展后的后续治疗。	NCCN Guidelines Hepatobiliary Cancers	Version 1.2022
BRAF	BRAF V600E	胆道癌		I	CSCO	A级	治疗	敏感	达拉非尼+曲美替尼	CSCO胆道恶性肿瘤诊疗指南提示，达拉非尼联合曲美替尼可用于BRAF V600E突变的胆道恶行肿瘤的二线治疗(II级推荐)。	CSCO胆道恶性肿瘤诊疗指南	2021
ERBB2	HER2 overexpression	胃癌	胃腺癌	I	NCCN	A级	治疗	敏感	曲妥珠单抗	NCCN胃癌指南提示，对于ERBB2(HER2)基因扩增阳性的胃腺癌，一线化疗应增加曲妥珠单抗。	NCCN Guidelines Gastric Cancer	Version 2.2022
ERBB2	HER2 positive	胃癌		I	CSCO	A级	治疗	敏感	曲妥珠单抗	CSCO胃癌诊疗指南提示，曲妥珠单抗联合奥沙利铂/顺铂+5-FU/卡培他滨用于HER2阳性的晚期转移性胃癌的一线治疗（I级推荐）。	CSCO胃癌诊疗指南	2021
ERBB2	HER2 positive	胃癌	胃腺癌	I	NMPA	A级	治疗	敏感	维迪西妥单抗	NMPA批准维迪西妥单抗适用于至少接受过2种系统化疗的ERBB2(HER2)过表达的局部晚期或转移性胃癌（包括胃食管结合部腺癌）患者的治疗。		
BRAF	BRAF V600E	甲状腺癌	未分化甲状腺癌	I	NCCN	A级	治疗	敏感	达拉非尼+曲美替尼	NCCN甲状腺癌指南提示，达拉非尼联合曲美替尼可用于BRAF V600E突变的未分化甲状腺癌患者的新辅助治疗。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
BRAF	BRAF V600E	甲状腺癌	未分化甲状腺癌	I	FDA	A级	治疗	敏感	达拉非尼+曲美替尼	FDA批准达拉非尼联合曲美替尼用于BRAF V600E突变的没有合适的局部治疗方案的局部晚期或转移性间变性甲状腺癌(ATC)患者。		
BFAF	BRAF Mutation	甲状腺癌	甲状腺乳头状癌	I	NCCN	A级	治疗	敏感	达拉非尼	NCCN甲状腺癌指南提示，小分子抑制剂达拉非尼可考虑用于BRAF阳性的甲状腺癌乳头状癌的治疗，如果临床试验不可用或不合适。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
BFAF	BRAF Mutation	甲状腺癌	甲状腺乳头状癌	I	NCCN	A级	治疗	敏感	维莫非尼	NCCN甲状腺癌指南提示，小分子抑制剂维莫非尼可考虑用于BRAF阳性的甲状腺癌乳头状癌的治疗，如果临床试验不可用或不合适。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
BFAF	BRAF Mutation	甲状腺癌	甲状腺滤泡状癌	I	NCCN	A级	治疗	敏感	达拉非尼	NCCN甲状腺癌指南提示，小分子抑制剂达拉非尼可考虑用于BRAF阳性的甲状腺滤泡状癌的治疗，如果临床试验不可用或不合适。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
BFAF	BRAF Mutation	甲状腺癌	甲状腺滤泡状癌	I	NCCN	A级	治疗	敏感	维莫非尼	NCCN甲状腺癌指南提示，小分子抑制剂维莫非尼可考虑用于BRAF阳性的甲状腺滤泡状癌的治疗，如果临床试验不可用或不合适。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
BFAF	BRAF Mutation	甲状腺癌	嗜酸性甲状腺癌	I	NCCN	A级	治疗	敏感	达拉非尼	NCCN甲状腺癌指南提示，小分子抑制剂达拉非尼可考虑用于BRAF阳性的甲状腺癌乳头状癌的治疗，如果临床试验不可用或不合适。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
BFAF	BRAF Mutation	甲状腺癌	嗜酸性甲状腺癌	I	NCCN	A级	治疗	敏感	维莫非尼	NCCN甲状腺癌指南提示，小分子抑制剂维莫非尼可考虑用于BRAF阳性的嗜酸性甲状腺癌的治疗，如果临床试验不可用或不合适。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
RET	RET Fusion	甲状腺癌		I	NCCN	A级	治疗	敏感	Selpercatinib	NCCN指南提示，RET重排阳性的甲状腺癌治疗可选择塞尔帕替尼（Selpercatinib）或普拉替尼（Pralsetinib）。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
RET	RET Fusion	甲状腺癌		I	FDA	A级	治疗	敏感	Selpercatinib	FDA批准Selpercatinib用于携带RET基因融合阳性的需要进行全身治疗且放射性碘难治的甲状腺癌成人和12岁及以上的儿童患者。		
RET	RET Fusion	甲状腺癌		I	NCCN	A级	治疗	敏感	普拉替尼	NCCN指南提示，RET重排阳性的甲状腺癌治疗可选择塞尔帕替尼（Selpercatinib）或普拉替尼（Pralsetinib）。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
RET	RET Fusion	甲状腺癌		I	FDA	A级	治疗	敏感	普拉替尼	FDA批准普拉替尼用于携带RET基因融合阳性的需要进行全身治疗且放射性碘难治的甲状腺癌成人和12岁及以上的儿童患者。		
RET	RET Fusion	甲状腺癌	分化型甲状腺癌（包括甲状腺乳头状癌、甲状腺滤泡状癌、嗜酸性甲状腺癌）	I	CSCO	A级	治疗	敏感	普拉替尼	CSCO分化型甲状腺癌诊疗指南提示，普拉替尼可用于RET基因融合阳性且放射性碘难治的复发转移性分化型甲状腺癌（包括甲状腺乳头状癌、甲状腺滤泡状癌、嗜酸性甲状腺癌）的系统治疗（II级推荐）。	CSCO分化型甲状腺癌诊疗指南	2021
RET	RET Mutation	甲状腺癌	甲状腺髓样癌	I	NCCN	A级	治疗	敏感	Selpercatinib	NCCN指南提示，Selpercatinib可用于RET突变阳性的复发性或持续性的甲状腺髓样癌的治疗。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
RET	RET Mutation	甲状腺癌	甲状腺髓样癌	I	FDA	A级	治疗	敏感	Selpercatinib	FDA批准Selpercatinib用于携带RET突变，需要接受全身治疗的的晚期或转移性甲状腺髓样癌(MTC)成人和12岁及以上的儿童患者的治疗。		
RET	RET Mutation	甲状腺癌	甲状腺髓样癌	I	NCCN	A级	治疗	敏感	普拉替尼	NCCN指南提示，普拉替尼可用于RET突变阳性的复发性或持续性的甲状腺髓样癌的治疗。	NCCN Guidelines Thyroid Carcinoma	Version 2.2022
RET	RET Mutation	甲状腺癌	甲状腺髓样癌	I	FDA	A级	治疗	敏感	普拉替尼	FDA批准普拉替尼用于携带RET突变，需要接受全身治疗的的晚期或转移性甲状腺髓样癌(MTC)成人和12岁及以上的儿童患者的治疗。		
BRAF	BRAF V600E	黑色素瘤		I	FDA	A级	治疗	敏感	达拉非尼	FDA批准达拉非尼用于BRAF V600E突变的不可切除或转移性黑色素瘤患者的治疗。		
BRAF	BRAF V600E	黑色素瘤		I	NCCN	A级	治疗	敏感	达拉非尼	NCCN皮肤黑色素瘤指南提示，达拉非尼可用于BRAF V600E突变的不可切除或转移性黑色素瘤患者的治疗。	NCCN Guidelines Melanoma: Cutaneous	Version 3.2022
BRAF	BRAF V600E	黑色素瘤		I	FDA	A级	治疗	敏感	维莫非尼	FDA批准维莫非尼用于BRAF V600E突变的不可切除或转移性黑色素瘤患者的治疗。		
BRAF	BRAF V600E	黑色素瘤		I	NCCN	A级	治疗	敏感	维莫非尼	NCCN皮肤黑色素瘤指南提示，维莫非尼用于BRAF V600E突变的不可切除或转移性黑色素瘤患者的治疗。	NCCN Guidelines Melanoma: Cutaneous	Version 3.2022
BRAF	BRAF V600E	黑色素瘤		I	FDA	A级	治疗	敏感	曲美替尼	FDA批准曲美替尼单药可用于BRAF V600E或V600K突变的转移性黑色素瘤患者的治疗。		
BRAF	BRAF V600E	黑色素瘤		I	FDA	A级	治疗	敏感	达拉非尼+曲美替尼	1.FDA批准达拉非尼+曲美替尼联合治疗用于BRAF V600E或V600K突变的转移性黑色素瘤患者的治疗；2.FDA批准达拉非尼+曲美替尼联合治疗用于BRAF V600E或BRAF V600K突变的完全切除后累及淋巴结黑色素瘤的辅助治疗。		
BRAF	BRAF V600E	黑色素瘤		I	NMPA	A级	治疗	敏感	达拉非尼+曲美替尼	NMPA批准达拉非尼联合曲美替尼适用于治疗BRAF V600突变阳性的不可切除或转移性黑色素瘤患者；2.达拉非尼联合曲美替尼适用于BRAF V600突变阳性的III期黑色素瘤患者完全切除后的辅助治疗。		
BRAF	BRAF V600E	黑色素瘤		I	FDA	A级	治疗	敏感	binimetinib+encorafenib	FDA批准binimetinib与encorafenib联合用于携带BRAF V600E或V600K突变的不可切除或转移性黑素瘤患者的治疗。		
BRAF	BRAF V600E	黑色素瘤		I	FDA	A级	治疗	敏感	cobimetinib+维莫非尼	FDA批准cobimetinib联合维莫非尼用于BRAF V600E或V600K突变的不可切除或转移性黑色素瘤患者的治疗。		
BRAF	BRAF V600K	黑色素瘤		I	FDA	A级	治疗	敏感	曲美替尼	FDA批准曲美替尼单药可用于BRAF V600E或V600K突变的转移性黑色素瘤患者的治疗。		
BRAF	BRAF V600K	黑色素瘤		I	FDA	A级	治疗	敏感	达拉非尼+曲美替尼	1.FDA批准达拉非尼+曲美替尼联合治疗用于BRAF V600E或V600K突变的转移性黑色素瘤患者的治疗；2.FDA批准达拉非尼+曲美替尼联合治疗用于BRAF V600E或BRAF V600K突变的完全切除后累及淋巴结黑色素瘤的辅助治疗。		
BRAF	BRAF V600K	黑色素瘤		I	NMPA	A级	治疗	敏感	达拉非尼+曲美替尼	NMPA批准达拉非尼联合曲美替尼适用于治疗BRAF V600突变阳性的不可切除或转移性黑色素瘤患者；2.达拉非尼联合曲美替尼适用于BRAF V600突变阳性的III期黑色素瘤患者完全切除后的辅助治疗。		
BRAF	BRAF V600K	黑色素瘤		I	FDA	A级	治疗	敏感	binimetinib+encorafenib	FDA批准binimetinib与encorafenib联合用于携带BRAF V600E或V600K突变的不可切除或转移性黑素瘤患者的治疗。		
BRAF	BRAF V600K	黑色素瘤		I	FDA	A级	治疗	敏感	cobimetinib+维莫非尼	FDA批准cobimetinib联合维莫非尼用于BRAF V600E或V600K突变的不可切除或转移性黑色素瘤患者的治疗。		
BRAF	BRAF V600 Mutation	黑色素瘤		I	NCCN	A级	治疗	敏感	达拉非尼+曲美替尼	NCCN皮肤黑色素瘤指南提示，达拉非尼+曲美替尼可用于携带BRAF V600突变的不可切除或转移性黑色素瘤患者的一线治疗。	NCCN Guidelines Melanoma: Cutaneous	Version 3.2022
BRAF	BRAF V600 Mutation	黑色素瘤		I	NMPA	A级	治疗	敏感	达拉非尼+曲美替尼	NMPA批准达拉非尼联合曲美替尼适用于治疗BRAF V600突变阳性的不可切除或转移性黑色素瘤患者；2.达拉非尼联合曲美替尼适用于BRAF V600突变阳性的III期黑色素瘤患者完全切除后的辅助治疗。		
BRAF	BRAF V600 Mutation	黑色素瘤		I	NCCN	A级	治疗	敏感	binimetinib+encorafenib	NCCN皮肤黑色素瘤指南提示，binimetinib+encorafenib可用于携带BRAF V600激活突变的不可切除或转移性黑色素瘤患者的一线治疗。	NCCN Guidelines Melanoma: Cutaneous	Version 3.2022
BRAF	BRAF V600 Mutation	黑色素瘤		I	NCCN	A级	治疗	敏感	cobimetinib+维莫非尼	NCCN指南提示，cobimetinib+维莫非尼可用于携带BRAF V600激活突变的不可切除或转移性黑色素瘤患者的一线治疗。	NCCN Guidelines Melanoma: Cutaneous	Version 3.2022
NRAS	NRAS Mutation	黑色素瘤		I	NCCN	C级	治疗	敏感	binimetinib	NCCN指南提示，binimetinib可用于既往免疫检查点抑制剂治疗后进展的NRAS突变的黑色素瘤。	NCCN Guidelines Melanoma: Cutaneous	Version 3.2022
KIT	KIT Mutation	黑色素瘤		I	NCCN	C级	治疗	敏感	伊马替尼	NCCN指南提示,伊马替尼可用于携带KIT激活突变的转移性或不可切除疾病的黑色素瘤的后续治疗。	NCCN Guidelines Melanoma: Cutaneous	Version 3.2022
KIT	KIT Positive	胃肠道间质瘤		I	FDA	A级	治疗	敏感	伊马替尼	FDA批准伊马替尼:1.用于Kit (CD117)阳性的不可切除和/或转移性恶性胃肠道间质瘤患者；2.用于KIT(CD117)阳性的胃肠道间质瘤切除术后成人患者的辅助治疗。		
KIT	KIT exon 9 mutation	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	伊马替尼	NCCN胃肠道间质瘤指南提示，伊马替尼可用于携带KIT敏感突变（KIT第9号外显子突变）的局部晚期、不可切除或转移性胃肠道间质瘤(GIST)患者的一线治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
KIT	KIT exon 9 mutation	胃肠道间质瘤		I	CSCO	A级	治疗	敏感	伊马替尼	CSCO胃肠道间质瘤诊疗指南提示，KIT第9号外显子突变转移性胃肠道间质瘤的一线治疗推荐用高剂量的伊马替尼进行治疗。	CSCO胃肠道间质瘤诊疗指南	2021
KIT	KIT exon 9 mutation	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	sunitinib	NCCN胃肠道间质瘤指南提示，舒尼替尼（sunitinib）可用于携带KIT敏感突变（KIT第9号外显子突变）的局部晚期、不可切除或转移性胃肠道间质瘤(GIST)患者的二线或后续治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
KIT	KIT exon 9 mutation	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	regorafenib	NCCN胃肠道间质瘤指南提示，regorafenib可用于携带KIT敏感突变（KIT第9号外显子突变）的局部晚期、不可切除或转移性胃肠道间质瘤(GIST)患者的三线或后续治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
KIT	KIT exon 9 mutation	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	ripretinib	NCCN胃肠道间质瘤指南提示，ripretinib可用于携带KIT敏感突变（KIT第9号外显子突变）的局部晚期、不可切除或转移性胃肠道间质瘤(GIST)患者的四线或后续治疗。ripretinib适用于曾接受过3种或3种以上激酶抑制剂(包括伊马替尼)治疗的患者。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
KIT	KIT exon 11 mutation	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	伊马替尼	NCCN胃肠道间质瘤指南提示，舒尼替尼（sunitinib）可用于携带KIT敏感突变（KIT第11号外显子突变）的局部晚期、不可切除或转移性胃肠道间质瘤(GIST)患者的一线治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
KIT	KIT exon 11 mutation	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	sunitinib	NCCN胃肠道间质瘤指南提示，舒尼替尼（sunitinib）可用于携带KIT敏感突变（KIT第11号外显子突变）的局部晚期、不可切除或转移性胃肠道间质瘤(GIST)患者的二线或后续治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
KIT	KIT exon 11 mutation	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	regorafenib	NCCN胃肠道间质瘤指南提示，regorafenib可用于携带KIT敏感突变（KIT第11号外显子突变）的局部晚期、不可切除或转移性胃肠道间质瘤(GIST)患者的三线或后续治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
KIT	KIT exon 11 mutation	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	ripretinib	NCCN胃肠道间质瘤指南提示，ripretinib可用于携带KIT敏感突变（KIT第11号外显子突变）的局部晚期、不可切除或转移性胃肠道间质瘤(GIST)患者的四线或后续治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
KIT	KIT Mutation	胃肠道间质瘤		I	NCCN	C级	诊断			NCCN胃肠道间质瘤指南提示，KIT突变有助于胃肠道间质瘤的诊断。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
PDGFRA	PDGFRA exon 18 mutation（excluding PDGFRA D842V）	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	伊马替尼	NCCN胃肠道间质瘤指南提示，伊马替尼可用于PDGFRA外显子18突变(除PDGFRA D842V以外)的不可切除的、进展性或转移性胃肠道间质瘤的一线治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
PDGFRA	PDGFRA D842V	胃肠道间质瘤		I	CSCO	A级	治疗	耐药	伊马替尼	CSCO胃肠道间质瘤诊疗指南提示，PDGFRA D842V突变对伊马替尼原发耐药。	CSCO胃肠道间质瘤诊疗指南	2021
PDGFRA	PDGFRA D842V	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	阿伐替尼	NCCN胃肠道间质瘤指南提示，阿伐替尼可用于PDGFRA外显子18突变（包括PDGFRA D842V突变）对伊马替尼不敏感的胃肠道间质瘤的治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
PDGFRA	PDGFRA D842V	胃肠道间质瘤		I	CSCO	A级	治疗	敏感	阿伐替尼	CSCO胃肠道间质瘤诊疗指南提示，阿伐替尼(Avapritinib)可用于PDGFRA D842V突变的转移性胃肠道间质瘤的一线治疗（II级推荐）。	CSCO胃肠道间质瘤诊疗指南	2021
PDGFRA	PDGFRA exone 18 mutation（including PDGFRA D842V）	胃肠道间质瘤		I	NCCN	A级	治疗	敏感	阿伐替尼	NCCN胃肠道间质瘤指南提示，Avapritinib可用于PDGFRA外显子18突变（包括PDGFRA D842V突变）对伊马替尼不敏感的胃肠道间质瘤的治疗。	NCCN Guidelines Gastrointestinal Stromal Tumors (GIST)	Version 1.2022
PDGFRA	PDGFRA exone 18 mutation（including PDGFRA D842V）	胃肠道间质瘤		I	FDA	A级	治疗	敏感	阿伐替尼	阿伐替尼是一种激酶抑制剂，FDA批准阿伐替尼用于含有血小板衍生生长因子受体α(PDGFRA)外显子18突变，包括PDGFRA D842V突变的不可切除或转移性胃肠道间质瘤(GIST)的治疗。		
PDGFRA	PDGFRA exone 18 mutation（including PDGFRA D842V）	胃肠道间质瘤		I	NMPA	A级	治疗	敏感	阿伐替尼	FDA批准Avapritinib用于携带有包含D842V的PDGFRA 18外显子突变的，不可切除或转移性胃肠间质瘤患者；NMPA批准Avapritinib用于治疗PDGFRA外显子18突变（包括PDGFRA D842V突变）不可切除或转移性胃肠间质瘤成人患者。		
BRCA1	BRCA Mutation (germline)	胰腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN胰腺癌指南提示，奥拉帕利可用于携带BRCA1/2胚系突变的转移性胰腺癌患者的维持治疗。	NCCN Guidelines Pancreatic Adenocarcinoma	Version 1.2022
BRCA1	BRCA Mutation (germline)	胰腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于携带有害或疑似有害的gBRCAm的转移性胰腺腺癌的成人患者在一线铂化疗方案中至少16周没有进展的维持治疗。		
BRCA1	BRCA Mutation (germline)	胰腺癌		I	CSCO	A级	治疗	敏感	奥拉帕利	CSCO胰腺癌诊疗指南提示，转移性胰腺癌一线治疗的含铂化疗方案中，对于存在 BRCA1/2 胚系突变，治疗≥ 16 周后仍无疾病进展的患者，考虑奥拉帕利维持治疗。	CSCO胰腺癌诊疗指南	2021
BRCA2	BRCA Mutation (germline)	胰腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN胰腺癌指南提示，奥拉帕利可用于携带BRCA1/2胚系突变的转移性胰腺癌患者的维持治疗。	NCCN Guidelines Pancreatic Adenocarcinoma	Version 1.2022
BRCA2	BRCA Mutation (germline)	胰腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于携带有害或疑似有害的gBRCAm的转移性胰腺腺癌的成人患者在一线铂化疗方案中至少16周没有进展的维持治疗。		
BRCA2	BRCA Mutation (germline)	胰腺癌		I	CSCO	A级	治疗	敏感	奥拉帕利	CSCO胰腺癌诊疗指南提示，转移性胰腺癌一线治疗的含铂化疗方案中，对于存在 BRCA1/2 胚系突变，治疗≥ 16 周后仍无疾病进展的患者，考虑奥拉帕利维持治疗。	CSCO胰腺癌诊疗指南	2021
BRCA1	BRCA Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
BRCA1	BRCA Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
BRCA1	BRCA Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	rucaparib	NCCN前列腺癌指南提示，Rucaparib是携带BRCA1或BRCA2致病突变(胚系和/或体细胞)mCRPC患者的一种治疗选择，这些患者已接受雄激素受体定向治疗和紫杉烷为基础的化疗。如果患者不适合化疗，即使没有给予紫杉烷为基础的治疗，也可以考虑使用rucaparib。	NCCN Guidelines Prostate Cancer	Version 4.2022
BRCA1	BRCA Mutation	前列腺癌		I	FDA	A级	治疗	敏感	rucaparib	FDA批准rucaparib用于治疗携带有害的BRCA突变(胚系和/或体细胞)的转移性去势耐药前列腺癌(mCRPC)的成年患者，这些患者已接受雄激素受体定向治疗和紫杉烷为基础的化疗。		
BRCA2	BRCA Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
BRCA2	BRCA Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
BRCA2	BRCA Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	rucaparib	NCCN前列腺癌指南提示，Rucaparib是携带BRCA1或BRCA2致病突变(胚系和/或体细胞)mCRPC患者的一种治疗选择，这些患者已接受雄激素受体定向治疗和紫杉烷为基础的化疗。如果患者不适合化疗，即使没有给予紫杉烷为基础的治疗，也可以考虑使用rucaparib。	NCCN Guidelines Prostate Cancer	Version 4.2022
BRCA2	BRCA Mutation	前列腺癌		I	FDA	A级	治疗	敏感	rucaparib	FDA批准rucaparib用于治疗携带有害的BRCA突变(胚系和/或体细胞)的转移性去势耐药前列腺癌(mCRPC)的成年患者，这些患者已接受雄激素受体定向治疗和紫杉烷为基础的化疗。		
BARD1	BARD1 Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
BARD1	BARD1 Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
BRIP1	BRIP1 Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
BRIP1	BRIP1 Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
CDK12	CDK12 Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
CDK12	CDK12 Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
CHEK1	CHEK1 Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
CHEK1	CHEK1 Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
CHEK2	CHEK2 Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
CHEK2	CHEK2 Mutation	前列腺癌		I	NCCN	A级	治疗	敏感	奥拉帕利	NCCN前列腺癌指南提示，奥拉帕利是携带同源重组修复基因(BRCA1、BRCA2、ATM、BARD1、BRIP1、CDK12、CHEK1、CHEK2、FANCL、PALB2、RAD51B、RAD51C、RAD51D或RAD54L)突变(胚系和/或体细胞)，曾接受过雄激素受体定向治疗的转移性去势抵抗性前列腺癌（mCRPC）患者的一种治疗选择。	NCCN Guidelines Prostate Cancer	Version 4.2022
FANCL	FANCL Mutation	前列腺癌		I	FDA	A级	治疗	敏感	奥拉帕利	FDA批准奥拉帕利用于治疗携带有害或疑似有害的同源重组修复(HRR)基因胚系或体细胞突变，既往接受阿比特龙或恩扎卢胺治疗后进展的转移性去势抵抗性前列腺癌成人患者的治疗。		
